Serving_size,kcal,carbo,sugar,protein,fat,saturated_fat,trans_fat,cholesterol,salt,calcium,soup_dummy0,soup_dummy1,soup_dummy2,eat_dummy0,eat_dummy1,fresh_dummy,con_dummy0,con_dummy1,con_dummy2,con_dummy3,con_dummy4,con_dummy5,main_dummy0,main_dummy1,main_dummy2,main_dummy3,main_dummy4,main_dummy5,main_dummy6,main_dummy7,main_dummy8,main_dummy9,sub_dummy0,sub_dummy1,sub_dummy2,sub_dummy3,sub_dummy4,sub_dummy5,sub_dummy6,sub_dummy7,sub_dummy8,sub_dummy9
0.555556,0.788797,0.809211,0.442308,0.367089,0.430769,0.080851,0,0.310345,0.461538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.113356,0.22865,0.203947,0.019231,0.063291,0.107692,0.014894,0,0.017241,0.188034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.107744,0.15978,0.210526,0.096154,0.050633,0.061538,0.008511,0,0.017241,0.168091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.223345,0.288338,0.355263,0.153846,0.113924,0.107692,0.042553,0,0.034483,0.321937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.170595,0.439853,0.256579,0.096154,0.253165,0.415385,0.12766,0,0.275862,0.122507,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003928,0.118457,0.039474,0.057692,0.025316,0.053846,0.008511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.003928,0.05877,0.039474,0.057692,0.025316,0.052308,0.008511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.057239,0.086318,0.046053,0.038462,0.126582,0.046154,0,0,0.086207,0.062678,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.214366,0.123049,0.065789,0.192308,0.075949,0.123077,0.106383,0,0.086207,0.031339,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.123049,0.065789,0.192308,0.075949,0.123077,0.106383,0,0.086207,0.031339,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.123049,0.065789,0.192308,0.075949,0.123077,0.106383,0,0.086207,0.02849,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.072544,0.065789,0.192308,0.025316,0.023077,0,1,0.02069,0.02849,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.054178,0.059211,0.173077,0.075949,0,0,0,0.034483,0.031339,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.158249,0.136823,0.177632,0.288462,0.063291,0.069231,0.061702,0,0.068966,0.022792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.158249,0.136823,0.177632,0.288462,0.063291,0.066154,0.061702,0,0.068966,0.022792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.158249,0.136823,0.171053,0.230769,0.063291,0.069231,0.059574,0,0.034483,0.022792,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.158249,0.146006,0.184211,0.269231,0.063291,0.069231,0.059574,0,0.034483,0.022792,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.158249,0.146006,0.184211,0.269231,0.063291,0.069231,0.059574,0,0.034483,0.022792,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.158249,0.146006,0.184211,0.269231,0.063291,0.069231,0.059574,0,0.034483,0.022792,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.203143,0.146006,0.157895,0.269231,0.075949,0.092308,0.017021,0,0,0.048433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.203143,0.146006,0.151316,0.269231,0.075949,0.092308,0.019149,0,0,0.048433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.270483,0.214876,0.184211,0.423077,0.101266,0.153846,0.106383,0,0.051724,0.022792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.270483,0.214876,0.184211,0.423077,0.101266,0.153846,0.106383,0,0.051724,0.022792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.203143,0.118457,0.059211,0.173077,0.075949,0.123077,0.106383,0,0.086207,0.02849,0.854167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.123049,0.065789,0.192308,0.075949,0.123077,0.106383,0,0.086207,0.02849,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.123049,0.065789,0.192308,0.075949,0.123077,0.106383,0,0.086207,0.02849,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.123049,0.065789,0.192308,0.075949,0.123077,0.106383,0,0.086207,0.02849,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.214366,0.072544,0.065789,0.192308,0.075949,0.030769,0.031915,0,0.051724,0.02849,0.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.191919,0.113866,0.059211,0.173077,0.075949,0.107692,0.106383,0,0.086207,0.027066,0.791667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.152637,0.072544,0.118421,0.25,0.025316,0,0,0,0,0.008547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.158249,0.090909,0.046053,0.134615,0.063291,0.090769,0.082979,0,0.086207,0.021368,0.458333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.135802,0.109275,0.111842,0.25,0.050633,0.067692,0.061702,0,0.103448,0.025641,0.520833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.079686,0.05877,0.092105,0.230769,0.017722,0.007692,0.006383,0,0,0.007123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.079686,0.05877,0.092105,0.230769,0.017722,0.007692,0.006383,0,0,0.007123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.158249,0.126722,0.105263,0.25,0.063291,0.076923,0.06383,0.033333,0.037931,0.012536,0.5125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.203143,0.109275,0.118421,0.346154,0.050633,0.053846,0.044681,0,0.034483,0.019943,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.203143,0.118457,0.131579,0.384615,0.063291,0.053846,0.044681,0,0.034483,0.019943,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.214366,0.077135,0.131579,0.384615,0.012658,0,0,0,0,0.001425,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.203143,0.077135,0.125,0.307692,0.025316,0,0,0,0,0.019943,0.141667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.203143,0.100092,0.157895,0.423077,0.025316,0,0,0,0,0.017094,0.341667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.203143,0.05877,0.105263,0.307692,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.214366,0.090909,0.151316,0.346154,0.012658,0,0,0,0,0.002279,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.203143,0.104683,0.072368,0.192308,0.063291,0.092308,0.021277,0,0,0.037037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.046016,0.108356,0.013158,0.019231,0.101266,0.138462,0.048936,0,0.086207,0.088319,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.05877,0.006579,0.019231,0.050633,0.076923,0.031915,0.033333,0.051724,0.054131,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.081726,0.003947,0.011538,0.050633,0.092308,0.042553,0,0.051724,0.051282,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.077135,0.006579,0.019231,0.050633,0.107692,0.051064,0,0.051724,0.05698,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.062851,0.265381,0.026316,0.057692,0.151899,0.384615,0.148936,0.033333,0.172414,0.188034,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.063361,0,0,0.050633,0.107692,0.057447,0,0.068966,0.065527,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.063361,0,0,0.050633,0.107692,0.057447,0,0.068966,0.065527,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.063361,0,0,0.050633,0.092308,0.06383,0,0.068966,0.068376,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.023569,0.066116,0.019737,0.038462,0.050633,0.076923,0.031915,0.033333,0.051724,0.062678,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.077135,0.013158,0.038462,0.037975,0.107692,0.031915,0,0.051724,0.059829,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.102132,0.214876,0.039474,0.115385,0.151899,0.276923,0.170213,0.033333,0.172414,0.17094,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.102132,0.269972,0.039474,0.115385,0.151899,0.384615,0.170213,0.033333,0.172414,0.236467,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.072544,0.006579,0.019231,0.037975,0.107692,0.06383,0,0.051724,0.062678,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.067952,0.013158,0.038462,0.050633,0.092308,0.038298,0,0.068966,0.071225,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.017957,0.044995,0.019737,0.038462,0.037975,0.04,0.023404,0,0.017241,0.05698,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.046016,0.086318,0.039474,0.076923,0.088608,0.078462,0.053191,0,0.051724,0.11396,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.046016,0.089073,0.046053,0.076923,0.075949,0.076923,0.042553,0,0.034483,0.108262,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.057239,0.104683,0.052632,0.076923,0.075949,0.093846,0.051064,0,0.051724,0.125356,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.023569,0.035813,0,0,0.050633,0.035385,0.017021,0.033333,0.051724,0.088319,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.102132,0.334252,0.019737,0.057692,0.139241,0.523077,0.22766,0.033333,0.206897,0.259259,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.102132,0.306703,0.019737,0.038462,0.151899,0.476923,0.214894,0.033333,0.172414,0.266382,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.081726,0.006579,0.019231,0.037975,0.138462,0.076596,0.006667,0.062069,0.071225,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.063361,0.006579,0.019231,0.037975,0.107692,0.025532,0,0.051724,0.076923,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.068462,0.063361,0.006579,0.019231,0.037975,0.107692,0.031915,0,0.051724,0.039886,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.017957,0.035813,0.019737,0.019231,0.037975,0.029231,0.017021,0,0.017241,0.05698,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.057239,0.155188,0.026316,0.057692,0.101266,0.215385,0.12766,0,0.103448,0.139601,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.015713,0.035813,0.019737,0.057692,0.025316,0.029231,0,0,0.017241,0.042735,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.046016,0.104683,0.059211,0.173077,0.050633,0.107692,0.055319,0,0.017241,0.08547,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.046016,0.104683,0.059211,0.173077,0.050633,0.107692,0.055319,0,0.017241,0.08547,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.034792,0.05877,0.039474,0.115385,0.037975,0.050769,0.02766,0,0.017241,0.068376,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.063361,0.032895,0.094231,0.037975,0.069231,0.038298,0,0.034483,0.045584,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.090909,0.013158,0.038462,0.050633,0.138462,0.06383,0,0.051724,0.079772,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.023569,0.063361,0.026316,0.076923,0.050633,0.061538,0.021277,0,0.037931,0.079772,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0.032895,0.019231,0.029114,0,0,0,0,0.048433,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.023569,0.063361,0.013158,0.038462,0.050633,0.073846,0.031915,0,0.051724,0.079772,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.025814,0.040404,0.006579,0.019231,0.075949,0.029231,0,0,0.068966,0.105413,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.025814,0.044995,0.039474,0.096154,0.037975,0.024615,0.006383,0,0.034483,0.111111,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.017957,0.092057,0.101974,0.105769,0.025316,0.015385,0.037234,0,0.00431,0.275641,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.11157,0.083882,0.067308,0.025316,0.107692,0.111702,0.008333,0.00431,0.168091,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.017957,0.092057,0.101974,0.105769,0.025316,0.053846,0.037234,0,0.00431,0.275641,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.092057,0.101974,0.105769,0.025316,0.053846,0.037234,0,0.00431,0.275641,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.012346,0.089761,0.106908,0.096154,0.031646,0.040385,0.029255,0,0,0.178063,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.012346,0.098944,0.115132,0.120192,0.015823,0.057692,0.047872,0,0.021552,0.178063,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.012346,0.075987,0.098684,0.096154,0.025316,0.026154,0.019149,0,0,0.14245,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.019753,0.103627,0.130263,0.019038,0.025063,0.045692,0.014745,0,0,0.090256,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.019753,0.094536,0.143289,0.031731,0.029241,0.012185,0.007723,0,0,0.126923,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.019753,0.32966,0.328947,0.115385,0.113924,0.215385,0.046809,0,0,0.350427,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.012346,0.067952,0.105263,0.115385,0.012658,0.013846,0,0,0,0.102564,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.012346,0.067952,0.085526,0.057692,0.012658,0.033846,0.02766,0,0.017241,0.111111,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.012346,0.086318,0.110197,0.100962,0.031646,0.030769,0.018617,0,0.00431,0.267806,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.012346,0.11157,0.083882,0.0625,0.025316,0.107692,0.117021,0.01,0.00431,0.276353,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.01459,0.081726,0.059211,0.038462,0.075949,0.049231,0.012766,0,0,0.207977,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.002245,0.031221,0.032895,0.019231,0.025316,0.012308,0,0,0.017241,0.233618,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.035813,0.039474,0.019231,0.012658,0.016923,0,0,0,0.259259,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.017957,0.089761,0.105263,0.091346,0.025316,0.046154,0.031915,0,0,0.289174,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.113866,0.080592,0.067308,0.018987,0.119231,0.12766,0,0.00431,0.232906,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.279155,0.322368,0.307692,0.088608,0.138462,0.093617,0,0.034483,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.012346,0.0691,0.080592,0.076923,0.022152,0.034615,0.023404,0,0.008621,0.25,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.034792,0.139118,0.197368,0.019231,0.056962,0.025385,0.009574,0,0.017241,0.190883,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.034792,0.134527,0.197368,0.048077,0.050633,0.020769,0.006383,0,0.017241,0.207977,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.010101,0.054178,0.065789,0.076923,0.037975,0.012308,0,0,0.086207,0.276353,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.017957,0.089761,0.105263,0.091346,0.025316,0.046154,0.031915,0,0,0.289174,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.113866,0.080592,0.067308,0.018987,0.119231,0.12766,0,0.00431,0.232906,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.010101,0.063361,0.092105,0.057692,0.012658,0.02,0.017021,0,0.017241,0.128205,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.010101,0.063361,0.092105,0.057692,0.012658,0.016923,0.010638,0,0,0.125356,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.017957,0.090909,0.108553,0.125,0.022152,0.046154,0.031915,0,0,0.274929,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.090909,0.110197,0.153846,0.025316,0.042308,0.053191,0,0.00431,0.283476,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.017957,0.092057,0.106908,0.076923,0.022152,0.05,0.031915,0,0,0.248575,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.089761,0.105263,0.091346,0.025316,0.046154,0.031915,0,0,0.289174,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.309764,0.132231,0.171053,0.038462,0.075949,0.030769,0.012766,0,0.017241,0.148148,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.309764,0.132231,0.157895,0,0.088608,0.036923,0,0,0.017241,0.14245,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.309764,0.182736,0.309211,0.442308,0.025316,0.010769,0,0,0,0.156695,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.304153,0.412305,0.414474,0.153846,0.164557,0.246154,0.106383,0,0.206897,0.213675,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.309764,0.191919,0.302632,0,0.075949,0,0,0,0.034483,0.119658,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.309764,0.150597,0.243421,0,0.050633,0,0,0,0.034483,0.179487,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.214366,0.150597,0.144737,0.153846,0.075949,0.092308,0.055319,0,0,0.316239,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.017957,0.182736,0.118421,0.192308,0.202532,0.107692,0.038298,0,0.12069,0.179487,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.191919,0.092105,0.211538,0.265823,0.123077,0.040426,0,0.206897,0.239316,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017957,0.22865,0.184211,0.211538,0.177215,0.138462,0.059574,0,0.172414,0.150997,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
