Serving_size,kcal,carbo,sugar,protein,fat,saturated_fat,trans_fat,cholesterol,salt,calcium,soup_dummy0,soup_dummy1,soup_dummy2,eat_dummy0,eat_dummy1,fresh_dummy,con_dummy0,con_dummy1,con_dummy2,con_dummy3,con_dummy4,con_dummy5,main_dummy0,main_dummy1,main_dummy2,main_dummy3,main_dummy4,main_dummy5,main_dummy6,main_dummy7,main_dummy8,main_dummy9,sub_dummy0,sub_dummy1,sub_dummy2,sub_dummy3,sub_dummy4,sub_dummy5,sub_dummy6,sub_dummy7,sub_dummy8,sub_dummy9
0.242424,0.311295,0.467105,0.115385,0.126582,0.043077,0.025532,0.033333,0.051724,0.262108,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.242424,0.370983,0.480263,0.076923,0.101266,0.138462,0.044681,0,0.086207,0.367521,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.242424,0.325069,0.434211,0.096154,0.113924,0.092308,0.025532,0,0.034483,0.242165,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.242424,0.352617,0.453947,0.019231,0.101266,0.123077,0.014894,0,0,0.136752,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.023569,0.035813,0.019737,0.019231,0.050633,0.021538,0,0,0.103448,0.037037,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.063361,0.026316,0,0.050633,0.073846,0.044681,0,0.034483,0.037037,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.068462,0.178145,0.164474,0.153846,0.075949,0.123077,0.061702,0,0.051724,0.105413,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.102132,0.242424,0.052632,0.153846,0.177215,0.307692,0.148936,0.033333,0.155172,0.119658,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.102132,0.242424,0.052632,0.153846,0.177215,0.307692,0.148936,0.033333,0.155172,0.119658,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.147026,0.807163,0.210526,0.365385,0.518987,1,0.510638,0.046667,0.310345,0.14245,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.158249,0.375574,0.296053,0.076923,0.240506,0.261538,0.095745,0.053333,0.165517,0.344729,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.130191,0.306703,0.164474,0.346154,0.265823,0.261538,0.12766,0.066667,0.137931,0.472934,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.158249,0.609734,0.401316,0.692308,0.506329,0.446154,0.255319,0.06,0.431034,0.324786,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.203143,0.522498,0.414474,0.653846,0.696203,0.169231,0.097872,0.02,0.327586,0.643875,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.158249,0.536272,0.473684,0.307692,0.278481,0.353846,0.055319,0.033333,0.517241,0.495726,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.135802,0.421488,0.342105,0.326923,0.417722,0.2,0.042553,0,0.310345,0.39886,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.135802,0.384757,0.138158,0.173077,0.43038,0.338462,0.148936,0.033333,0.327586,0.518519,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.193042,0.15978,0.138158,0.192308,0.126582,0.092308,0.023404,0,0.086207,0.373219,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.204265,0.407713,0.539474,0.134615,0.164557,0.107692,0.02766,0,0,0.532764,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.232323,0.522498,0.565789,0.096154,0.202532,0.276923,0.089362,0.026667,0.006897,0.564103,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.242424,0.632691,0.388158,0.038462,0.101266,0.123077,0.034043,0.033333,0.413793,0.133903,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.242424,0.348026,0.486842,0.057692,0.088608,0.092308,0.023404,0,0,0.165242,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.248036,0.715335,0.697368,0.096154,0.35443,0.492308,0.297872,0.033333,0.551724,0.327635,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.248036,0.568411,0.697368,0.096154,0.227848,0.184615,0.048936,0,0.310345,0.378917,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.250281,0.343434,0.434211,0.096154,0.101266,0.138462,0.038298,0.073333,0.034483,0.108262,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.242424,0.311295,0.467105,0.115385,0.126582,0.043077,0.025532,0.033333,0.051724,0.262108,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.270483,0.256198,0.184211,0,0.050633,0.018462,0.010638,0,0.051724,0.099715,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.191919,0.155188,0.085526,0.134615,0.037975,0.184615,0.170213,0.033333,0.086207,0.125356,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.270483,0.196511,0.25,0,0.113924,0.047692,0.040426,0.02,0.396552,0.071225,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.270483,0.123049,0.177632,0,0.037975,0.029231,0.017021,0,0.034483,0.102564,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090909,0.155188,0.118421,0.153846,0.050633,0.138462,0.148936,0.033333,0.068966,0.071225,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.191919,0.155188,0.078947,0.057692,0.037975,0.184615,0.085106,0.033333,0.086207,0.091168,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.551066,0.155188,0.098684,0.076923,0.240506,0.061538,0.06383,0.033333,0.206897,0.566952,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.551066,0.527089,0.355263,0.134615,0.506329,0.338462,0.276596,0.093333,0.586207,0.547009,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.551066,0.292929,0.151316,0.230769,0.316456,0.215385,0.106383,0.06,0.075862,0.447293,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.551066,0.077135,0.078947,0,0.075949,0.018462,0.008511,0,0,0.381766,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0.677632,0.096154,1,0.615385,0.276596,0.033333,1,0.396011,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.551066,0.0955,0.059211,0.096154,0.177215,0.024615,0.019149,0,0.213793,0.353276,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.641873,0.302632,0,0.924051,0.384615,0.191489,0,0.603448,0.279202,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.102132,0.146006,0.046053,0,0.21519,0.107692,0.038298,0.006667,0.189655,0.029915,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.158249,0.242424,1,0.019231,0.303797,0.153846,0.059574,0.006667,0.006897,0.106838,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.147026,0.274564,0.217105,0.057692,0.126582,0.215385,0.114894,0,0.068966,0.119658,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.147026,0.292929,0.197368,0.134615,0.151899,0.261538,0.097872,0,0.103448,0.128205,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.147026,0.251607,0.184211,0.057692,0.177215,0.169231,0.087234,0,0.103448,0.131054,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.147026,0.22865,0.190789,0.076923,0.164557,0.138462,0.068085,0,0.068966,0.091168,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.147026,0.251607,0.184211,0.057692,0.177215,0.169231,0.082979,0,0.103448,0.190883,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.077135,0.019737,0.057692,0.050633,0.092308,0.03617,0,0.051724,0.034188,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.017957,0.054178,0.013158,0.019231,0.037975,0.066154,0.025532,0,0.034483,0.029915,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.034792,0.104683,0.019737,0.038462,0.075949,0.138462,0.070213,0,0.068966,0.048433,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.035813,0.013158,0.019231,0.063291,0.018462,0,0,0.137931,0.031339,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.034792,0.049587,0.052632,0.019231,0.050633,0.009231,0,0,0,0.02849,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.102132,0.251607,0.144737,0.211538,0.21519,0.2,0.170213,0.046667,0.086207,0.193732,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.079686,0.132231,0.092105,0.038462,0.126582,0.075385,0.046809,0,0.068966,0.05698,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.068462,0.173554,0.164474,0.307692,0.075949,0.123077,0.06383,0,0.034483,0.131054,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.063361,0,0,0.050633,0.092308,0.06383,0,0.068966,0.059829,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.023569,0.040404,0.013158,0.019231,0.050633,0.036923,0.014894,0.033333,0.051724,0.074074,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.023569,0.090909,0.019737,0.038462,0.037975,0.092308,0.042553,0,0.034483,0.065527,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.023569,0.072544,0.019737,0.038462,0.037975,0.092308,0.042553,0,0.034483,0.065527,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.887767,0.527089,0.355263,0.134615,0.506329,0.338462,0.276596,0.093333,0.586207,0.547009,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.551066,0.0955,0.059211,0.096154,0.177215,0.024615,0.019149,0,0.206897,0.353276,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.551066,0.233242,0.138158,0.076923,0.278481,0.138462,0.170213,0.04,0.189655,0.532764,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.551066,0.292929,0.151316,0.230769,0.316456,0.215385,0.106383,0.06,0.075862,0.447293,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.551066,0.077135,0.078947,0,0.075949,0.018462,0.008511,0,0,0.381766,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.242424,0.375574,0.473684,0.038462,0.126582,0.138462,0.03617,0,0.103448,0.219373,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.264871,0.389348,0.552632,0.019231,0.101266,0.107692,0.014894,0,0,0.105413,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.248036,0.325069,0.440789,0.076923,0.088608,0.092308,0.017021,0,0,0.173789,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.242424,0.32966,0.421053,0.076923,0.151899,0.092308,0.025532,0,0.068966,0.099715,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.242424,0.370983,0.480263,0.076923,0.101266,0.138462,0.044681,0,0.086207,0.367521,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.242424,0.352617,0.453947,0.019231,0.101266,0.123077,0.014894,0,0,0.136752,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.051627,0.123049,0.039474,0.096154,0.088608,0.153846,0.065957,0,0.068966,0.068376,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.030303,0.090909,0.026316,0.057692,0.063291,0.107692,0.059574,0,0.051724,0.051282,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.023569,0.054178,0.046053,0.019231,0.050633,0.030769,0.014894,0,0.017241,0.024217,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.023569,0.063361,0.046053,0.019231,0.050633,0.046154,0.06383,0,0.017241,0.025641,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.102132,0.141414,0.151316,0,0.025316,0.056923,0.012766,0,0,0.008547,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.147026,0.168962,0.125,0.134615,0.088608,0.138462,0.046809,0,0.137931,0.08547,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.068462,0.178145,0.157895,0.134615,0.088608,0.123077,0.051064,0,0.172414,0.11396,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.088664,0.233242,0.203947,0.153846,0.101266,0.169231,0.106383,0,0.310345,0.094017,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.161616,0.247016,0.210526,0.096154,0.202532,0.153846,0.07234,0,0.086207,0.185185,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.102132,0.182736,0.171053,0.057692,0.088608,0.123077,0.057447,0,0.034483,0.102564,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.169473,0.334252,0.289474,0.076923,0.139241,0.261538,0.12766,0,0.068966,0.262108,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.147026,0.210285,0.210526,0.057692,0.164557,0.092308,0.038298,0,0.051724,0.128205,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.147026,0.210285,0.184211,0.076923,0.151899,0.138462,0.06383,0,0.068966,0.162393,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.169473,0.370983,0.315789,0.115385,0.139241,0.292308,0.12766,0,0.103448,0.091168,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.518519,0.761249,0.782895,0.307692,0.303797,0.446154,0.12766,0.006667,0.155172,0.421652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
