음식이름,영양성분,함유량
딸기 아이스크림,단백질,21.97g
딸기 아이스크림,당질,343.07g
딸기 아이스크림,레티놀,314.90㎍
딸기 아이스크림,비타민 A,"1,381.86㎍RE"
딸기 아이스크림,비타민 B,62.76mg
딸기 아이스크림,비타민 C,55.50mg
딸기 아이스크림,비타민 E,10.72mg
딸기 아이스크림,식이섬유,4.20g
딸기 아이스크림,아연,4.72mg
딸기 아이스크림,엽산,473.92㎍
딸기 아이스크림,인,696.50mg
딸기 아이스크림,지질,134.51g
딸기 아이스크림,철분,4.58mg
딸기 아이스크림,칼륨,670.02mg
딸기 아이스크림,칼슘,457.68mg
딸기 아이스크림,콜레스테롤,"1,221.72mg"
떡꼬치,베타카로틴,387.55㎍
떡꼬치,니아신,25.44mg
떡꼬치,나트륨,217.20mg
떡꼬치,단백질,29.45g
떡꼬치,당질,277.34g
떡꼬치,레티놀,45.90㎍
떡꼬치,비타민 A,110.35㎍RE
떡꼬치,비타민 B,62.65mg
떡꼬치,비타민 C,0.00mg
떡꼬치,비타민 E,104.59mg
떡꼬치,식이섬유,30.17g
떡꼬치,아연,3.70mg
떡꼬치,엽산,61.50㎍
떡꼬치,인,341.16mg
떡꼬치,지질,152.23g
떡꼬치,철분,11.03mg
떡꼬치,칼륨,78.12mg
떡꼬치,칼슘,54.64mg
떡꼬치,콜레스테롤,142.50mg
북어찜,베타카로틴,"6,271.23㎍"
북어찜,니아신,9.70mg
북어찜,나트륨,"2,755.48mg"
북어찜,단백질,62.28g
북어찜,당질,76.10g
북어찜,레티놀,0.00㎍
북어찜,비타민 A,"1,045.29㎍RE"
북어찜,비타민 B,61.15mg
북어찜,비타민 C,14.70mg
북어찜,비타민 E,4.20mg
북어찜,식이섬유,15.12g
북어찜,아연,1.54mg
북어찜,엽산,67.61㎍
북어찜,인,814.34mg
북어찜,지질,8.57g
북어찜,철분,7.95mg
북어찜,칼륨,"2,247.85mg"
북어찜,칼슘,370.52mg
북어찜,콜레스테롤,207.90mg
김치죽,베타카로틴,688.00㎍
김치죽,니아신,3.46mg
김치죽,나트륨,"2,580.20mg"
김치죽,단백질,15.59g
김치죽,당질,93.30g
김치죽,레티놀,0.00㎍
김치죽,비타민 A,114.00㎍RE
김치죽,비타민 B,60.45mg
김치죽,비타민 C,31.60mg
김치죽,비타민 E,4.37mg
김치죽,식이섬유,6.87g
김치죽,아연,2.28mg
김치죽,엽산,99.84㎍
김치죽,인,291.05mg
김치죽,지질,14.58g
김치죽,철분,2.38mg
김치죽,칼륨,790.15mg
김치죽,칼슘,113.90mg
김치죽,콜레스테롤,6.70mg
고등어구이,베타카로틴,0.00㎍
고등어구이,니아신,30.00mg
고등어구이,나트륨,256.08mg
고등어구이,단백질,77.60g
고등어구이,당질,0.80g
고등어구이,레티놀,160.00㎍
고등어구이,비타민 A,160.00㎍RE
고등어구이,비타민 B,61.08mg
고등어구이,비타민 C,4.00mg
고등어구이,비타민 E,6.00mg
고등어구이,식이섬유,0.00g
고등어구이,아연,3.00mg
고등어구이,엽산,23.20㎍
고등어구이,인,804.06mg
고등어구이,지질,83.20g
고등어구이,철분,4.80mg
고등어구이,칼륨,"1,037.78mg"
고등어구이,칼슘,96.06mg
고등어구이,콜레스테롤,328.00mg
닭꼬치,베타카로틴,821.40㎍
닭꼬치,니아신,15.63mg
닭꼬치,나트륨,"1,770.07mg"
닭꼬치,단백질,42.39g
닭꼬치,당질,35.86g
닭꼬치,레티놀,102.00㎍
닭꼬치,비타민 A,238.92㎍RE
닭꼬치,비타민 B,61.68mg
닭꼬치,비타민 C,15.05mg
닭꼬치,비타민 E,26.60mg
닭꼬치,식이섬유,2.39g
닭꼬치,아연,2.45mg
닭꼬치,엽산,59.23㎍
닭꼬치,인,295.49mg
닭꼬치,지질,63.50g
닭꼬치,철분,2.29mg
닭꼬치,칼륨,741.13mg
닭꼬치,칼슘,75.02mg
닭꼬치,콜레스테롤,156.00mg
티라미수,베타카로틴,77.68㎍
티라미수,니아신,25.81mg
티라미수,나트륨,766.94mg
티라미수,단백질,89.92g
티라미수,당질,222.95g
티라미수,레티놀,582.88㎍
티라미수,비타민 A,"1,308.64㎍RE"
티라미수,비타민 B,60.64mg
티라미수,비타민 C,2.06mg
티라미수,비타민 E,7.83mg
티라미수,식이섬유,1.35g
티라미수,아연,8.27mg
티라미수,엽산,122.10㎍
티라미수,인,"1,562.70mg"
티라미수,지질,165.09g
티라미수,철분,14.72mg
티라미수,칼륨,"5,352.16mg"
티라미수,칼슘,"1,465.54mg"
티라미수,콜레스테롤,985.40mg
달래된장국,베타카로틴,"5,037.00㎍"
달래된장국,니아신,5.30mg
달래된장국,나트륨,"2,442.03mg"
달래된장국,단백질,29.10g
달래된장국,당질,28.70g
달래된장국,레티놀,0.00㎍
달래된장국,비타민 A,839.90㎍RE
달래된장국,비타민 B,62.30mg
달래된장국,비타민 C,100.00mg
달래된장국,비타민 E,2.70mg
달래된장국,식이섬유,19.80g
달래된장국,아연,2.28mg
달래된장국,엽산,68.00㎍
달래된장국,인,422.70mg
달래된장국,지질,10.00g
달래된장국,철분,9.20mg
달래된장국,칼륨,"1,273.00mg"
달래된장국,칼슘,544.00mg
달래된장국,콜레스테롤,0.00mg
메기매운탕,베타카로틴,"5,446.45㎍"
메기매운탕,니아신,12.52mg
메기매운탕,나트륨,"2,784.10mg"
메기매운탕,단백질,65.71g
메기매운탕,당질,27.10g
메기매운탕,레티놀,276.00㎍
메기매운탕,비타민 A,"1,184.69㎍RE"
메기매운탕,비타민 B,61.34mg
메기매운탕,비타민 C,59.48mg
메기매운탕,비타민 E,6.98mg
메기매운탕,식이섬유,11.94g
메기매운탕,아연,2.73mg
메기매운탕,엽산,256.70㎍
메기매운탕,인,871.33mg
메기매운탕,지질,34.47g
메기매운탕,철분,7.62mg
메기매운탕,칼륨,"2,424.16mg"
메기매운탕,칼슘,312.58mg
메기매운탕,콜레스테롤,192.00mg
멸치액젓,베타카로틴,0.00㎍
멸치액젓,니아신,3.96mg
멸치액젓,나트륨,"5,808.00mg"
멸치액젓,단백질,7.97g
멸치액젓,당질,0.09g
멸치액젓,레티놀,17.10㎍
멸치액젓,비타민 A,17.10㎍RE
멸치액젓,비타민 B,60.14mg
멸치액젓,비타민 C,0.45mg
멸치액젓,비타민 E,1.04mg
멸치액젓,식이섬유,0.00g
멸치액젓,아연,0.75mg
멸치액젓,엽산,8.39㎍
멸치액젓,인,189.45mg
멸치액젓,지질,1.85g
멸치액젓,철분,1.31mg
멸치액젓,칼륨,195.00mg
멸치액젓,칼슘,238.05mg
멸치액젓,콜레스테롤,50.85mg
사탕,베타카로틴,0.00㎍
사탕,니아신,0.00mg
사탕,나트륨,1.20mg
사탕,단백질,0.01g
사탕,당질,57.52g
사탕,레티놀,0.00㎍
사탕,비타민 A,0.00㎍RE
사탕,비타민 B,60.00mg
사탕,비타민 C,0.00mg
사탕,비타민 E,0.00mg
사탕,식이섬유,0.00g
사탕,아연,0.02mg
사탕,엽산,0.00㎍
사탕,인,0.10mg
사탕,지질,0.00g
사탕,철분,0.17mg
사탕,칼륨,1.90mg
사탕,칼슘,1.60mg
사탕,콜레스테롤,0.00mg
파운드케이크,베타카로틴,315.75㎍
파운드케이크,니아신,0.65mg
파운드케이크,나트륨,718.25mg
파운드케이크,단백질,19.38g
파운드케이크,당질,134.68g
파운드케이크,레티놀,466.50㎍
파운드케이크,비타민 A,177.00㎍RE
파운드케이크,비타민 B,60.80mg
파운드케이크,비타민 C,0.00mg
파운드케이크,비타민 E,2.48mg
파운드케이크,식이섬유,1.88g
파운드케이크,아연,1.40mg
파운드케이크,엽산,21.20㎍
파운드케이크,인,286.82mg
파운드케이크,지질,74.30g
파운드케이크,철분,2.85mg
파운드케이크,칼륨,739.90mg
파운드케이크,칼슘,201.27mg
파운드케이크,콜레스테롤,670.75mg
크레페,베타카로틴,432.11㎍
크레페,니아신,2.38mg
크레페,나트륨,652.79mg
크레페,단백질,31.69g
크레페,당질,110.86g
크레페,레티놀,315.30㎍
크레페,비타민 A,303.25㎍RE
크레페,비타민 B,60.60mg
크레페,비타민 C,313.68mg
크레페,비타민 E,22.84mg
크레페,식이섬유,7.96g
크레페,아연,3.29mg
크레페,엽산,115.99㎍
크레페,인,569.30mg
크레페,지질,56.95g
크레페,철분,5.44mg
크레페,칼륨,"1,567.78mg"
크레페,칼슘,410.63mg
크레페,콜레스테롤,558.30mg
알타리김치,베타카로틴,"73,563.90㎍"
알타리김치,니아신,77.64mg
알타리김치,나트륨,"69,487.80mg"
알타리김치,단백질,232.92g
알타리김치,당질,533.78g
알타리김치,레티놀,0.00㎍
알타리김치,비타민 A,"12,228.30㎍RE"
알타리김치,비타민 B,65.82mg
알타리김치,비타민 C,"2,329.20mg"
알타리김치,비타민 E,48.53mg
알타리김치,식이섬유,281.45g
알타리김치,아연,29.12mg
알타리김치,엽산,582.30㎍
알타리김치,인,"4,658.40mg"
알타리김치,지질,38.82g
알타리김치,철분,77.64mg
알타리김치,칼륨,"26,591.70mg"
알타리김치,칼슘,"5,337.75mg"
알타리김치,콜레스테롤,0.00mg
콩나물비빔밥,베타카로틴,"5,403.70㎍"
콩나물비빔밥,니아신,11.58mg
콩나물비빔밥,나트륨,"3,195.03mg"
콩나물비빔밥,단백질,41.20g
콩나물비빔밥,당질,199.07g
콩나물비빔밥,레티놀,4.80㎍
콩나물비빔밥,비타민 A,"1,160.90㎍RE"
콩나물비빔밥,비타민 B,63.78mg
콩나물비빔밥,비타민 C,41.43mg
콩나물비빔밥,비타민 E,7.94mg
콩나물비빔밥,식이섬유,17.79g
콩나물비빔밥,아연,5.30mg
콩나물비빔밥,엽산,117.50㎍
콩나물비빔밥,인,590.90mg
콩나물비빔밥,지질,24.65g
콩나물비빔밥,철분,7.31mg
콩나물비빔밥,칼륨,"1,749.98mg"
콩나물비빔밥,칼슘,217.37mg
콩나물비빔밥,콜레스테롤,25.80mg
떡잡채,베타카로틴,"1,872.59㎍"
떡잡채,니아신,14.34mg
떡잡채,나트륨,"2,598.09mg"
떡잡채,단백질,50.12g
떡잡채,당질,238.30g
떡잡채,레티놀,88.50㎍
떡잡채,비타민 A,400.67㎍RE
떡잡채,비타민 B,62.16mg
떡잡채,비타민 C,13.53mg
떡잡채,비타민 E,5.17mg
떡잡채,식이섬유,9.18g
떡잡채,아연,6.64mg
떡잡채,엽산,70.17㎍
떡잡채,인,599.53mg
떡잡채,지질,24.10g
떡잡채,철분,6.99mg
떡잡채,칼륨,978.71mg
떡잡채,칼슘,88.43mg
떡잡채,콜레스테롤,291.30mg
새송이버섯장조림,베타카로틴,0.09㎍
새송이버섯장조림,니아신,3.60mg
새송이버섯장조림,나트륨,939.46mg
새송이버섯장조림,단백질,2.88g
새송이버섯장조림,당질,6.82g
새송이버섯장조림,레티놀,0.00㎍
새송이버섯장조림,비타민 A,0.02㎍RE
새송이버섯장조림,비타민 B,60.12mg
새송이버섯장조림,비타민 C,0.00mg
새송이버섯장조림,비타민 E,4.48mg
새송이버섯장조림,식이섬유,3.44g
새송이버섯장조림,아연,1.02mg
새송이버섯장조림,엽산,12.39㎍
새송이버섯장조림,인,60.15mg
새송이버섯장조림,지질,15.87g
새송이버섯장조림,철분,1.64mg
새송이버섯장조림,칼륨,301.75mg
새송이버섯장조림,칼슘,21.29mg
새송이버섯장조림,콜레스테롤,0.00mg
카레돈가스,베타카로틴,777.76㎍
카레돈가스,니아신,4.61mg
카레돈가스,나트륨,441.36mg
카레돈가스,단백질,24.84g
카레돈가스,당질,41.24g
카레돈가스,레티놀,125.94㎍
카레돈가스,비타민 A,255.66㎍RE
카레돈가스,비타민 B,60.69mg
카레돈가스,비타민 C,6.61mg
카레돈가스,비타민 E,9.37mg
카레돈가스,식이섬유,2.35g
카레돈가스,아연,2.99mg
카레돈가스,엽산,24.63㎍
카레돈가스,인,352.04mg
카레돈가스,지질,36.62g
카레돈가스,철분,3.04mg
카레돈가스,칼륨,358.21mg
카레돈가스,칼슘,46.12mg
카레돈가스,콜레스테롤,328.42mg
찐빵,베타카로틴,0.00㎍
찐빵,니아신,0.35mg
찐빵,나트륨,7.80mg
찐빵,단백질,23.71g
찐빵,당질,152.65g
찐빵,레티놀,0.00㎍
찐빵,비타민 A,0.00㎍RE
찐빵,비타민 B,60.35mg
찐빵,비타민 C,0.50mg
찐빵,비타민 E,1.03mg
찐빵,식이섬유,10.98g
찐빵,아연,2.40mg
찐빵,엽산,211.16㎍
찐빵,인,210.00mg
찐빵,지질,2.24g
찐빵,철분,2.70mg
찐빵,칼륨,469.95mg
찐빵,칼슘,50.15mg
찐빵,콜레스테롤,0.00mg
곰취나물,베타카로틴,778.25㎍
곰취나물,니아신,4.88mg
곰취나물,나트륨,"3,644.21mg"
곰취나물,단백질,26.81g
곰취나물,당질,53.03g
곰취나물,레티놀,0.00㎍
곰취나물,비타민 A,129.75㎍RE
곰취나물,비타민 B,61.66mg
곰취나물,비타민 C,21.75mg
곰취나물,비타민 E,8.67mg
곰취나물,식이섬유,34.70g
곰취나물,아연,1.02mg
곰취나물,엽산,31.56㎍
곰취나물,인,288.75mg
곰취나물,지질,41.23g
곰취나물,철분,10.78mg
곰취나물,칼륨,"3,674.82mg"
곰취나물,칼슘,336.27mg
곰취나물,콜레스테롤,0.00mg
버섯잡채,베타카로틴,9.36㎍
버섯잡채,니아신,14.13mg
버섯잡채,나트륨,"1,137.23mg"
버섯잡채,단백질,2.85g
버섯잡채,당질,46.79g
버섯잡채,레티놀,78.95㎍
버섯잡채,비타민 A,80.55㎍RE
버섯잡채,비타민 B,60.75mg
버섯잡채,비타민 C,2.64mg
버섯잡채,비타민 E,28.90mg
버섯잡채,식이섬유,15.44g
버섯잡채,아연,5.61mg
버섯잡채,엽산,60.07㎍
버섯잡채,인,375.91mg
버섯잡채,지질,63.80g
버섯잡채,철분,8.13mg
버섯잡채,칼륨,"1,263.76mg"
버섯잡채,칼슘,84.60mg
버섯잡채,콜레스테롤,260.95mg
샤부샤부,베타카로틴,"3,245.80㎍"
샤부샤부,니아신,27.86mg
샤부샤부,나트륨,"2,108.41mg"
샤부샤부,단백질,87.99g
샤부샤부,당질,128.74g
샤부샤부,레티놀,31.80㎍
샤부샤부,비타민 A,572.98㎍RE
샤부샤부,비타민 B,62.15mg
샤부샤부,비타민 C,37.52mg
샤부샤부,비타민 E,10.02mg
샤부샤부,식이섬유,28.14g
샤부샤부,아연,13.49mg
샤부샤부,엽산,309.61㎍
샤부샤부,인,"1,058.07mg"
샤부샤부,지질,84.05g
샤부샤부,철분,23.86mg
샤부샤부,칼륨,"2,201.38mg"
샤부샤부,칼슘,"1,007.14mg"
샤부샤부,콜레스테롤,131.50mg
설렁탕,베타카로틴,776.50㎍
설렁탕,니아신,45.15mg
설렁탕,나트륨,389.00mg
설렁탕,단백질,340.15g
설렁탕,당질,22.09g
설렁탕,레티놀,48.00㎍
설렁탕,비타민 A,177.50㎍RE
설렁탕,비타민 B,68.32mg
설렁탕,비타민 C,35.00mg
설렁탕,비타민 E,2.15mg
설렁탕,식이섬유,6.42g
설렁탕,아연,114.76mg
설렁탕,엽산,164.30㎍
설렁탕,인,"2,832.90mg"
설렁탕,지질,114.26g
설렁탕,철분,23.34mg
설렁탕,칼륨,"2,375.20mg"
설렁탕,칼슘,209.90mg
설렁탕,콜레스테롤,"1,284.00mg"
고추조림,베타카로틴,"3,402.09㎍"
고추조림,니아신,0.77mg
고추조림,나트륨,473.12mg
고추조림,단백질,1.75g
고추조림,당질,10.21g
고추조림,레티놀,0.00㎍
고추조림,비타민 A,567.02㎍RE
고추조림,비타민 B,60.19mg
고추조림,비타민 C,38.64mg
고추조림,비타민 E,11.08mg
고추조림,식이섬유,3.39g
고추조림,아연,0.19mg
고추조림,엽산,9.10㎍
고추조림,인,42.93mg
고추조림,지질,14.77g
고추조림,철분,0.76mg
고추조림,칼륨,136.67mg
고추조림,칼슘,21.15mg
고추조림,콜레스테롤,0.00mg
곰국,베타카로틴,59.16㎍
곰국,니아신,15.38mg
곰국,나트륨,"4,545.63mg"
곰국,단백질,246.17g
곰국,당질,3.29g
곰국,레티놀,51.00㎍
곰국,비타민 A,60.90㎍RE
곰국,비타민 B,66.32mg
곰국,비타민 C,8.64mg
곰국,비타민 E,0.44mg
곰국,식이섬유,0.86g
곰국,아연,94.97mg
곰국,엽산,121.15㎍
곰국,인,"1,956.71mg"
곰국,지질,94.77g
곰국,철분,7.27mg
곰국,칼륨,795.42mg
곰국,칼슘,116.13mg
곰국,콜레스테롤,"1,099.00mg"
치즈스틱,베타카로틴,9.00㎍
치즈스틱,니아신,1.17mg
치즈스틱,나트륨,810.80mg
치즈스틱,단백질,36.69g
치즈스틱,당질,60.71g
치즈스틱,레티놀,76.50㎍
치즈스틱,비타민 A,268.00㎍RE
치즈스틱,비타민 B,60.14mg
치즈스틱,비타민 C,0.00mg
치즈스틱,비타민 E,9.44mg
치즈스틱,식이섬유,3.43g
치즈스틱,아연,3.83mg
치즈스틱,엽산,29.91㎍
치즈스틱,인,541.10mg
치즈스틱,지질,37.83g
치즈스틱,철분,1.81mg
치즈스틱,칼륨,213.10mg
치즈스틱,칼슘,562.70mg
치즈스틱,콜레스테롤,310.50mg
팥칼국수,베타카로틴,0.00㎍
팥칼국수,니아신,16.59mg
팥칼국수,나트륨,17.90mg
팥칼국수,단백질,152.04g
팥칼국수,당질,484.11g
팥칼국수,레티놀,0.00㎍
팥칼국수,비타민 A,0.00㎍RE
팥칼국수,비타민 B,62.44mg
팥칼국수,비타민 C,0.00mg
팥칼국수,비타민 E,7.08mg
팥칼국수,식이섬유,117.40g
팥칼국수,아연,33.11mg
팥칼국수,엽산,"2,750.25㎍"
팥칼국수,인,"2,856.40mg"
팥칼국수,지질,11.34g
팥칼국수,철분,34.64mg
팥칼국수,칼륨,"9,918.40mg"
팥칼국수,칼슘,851.50mg
팥칼국수,콜레스테롤,0.00mg
해물칼국수,베타카로틴,"1,822.06㎍"
해물칼국수,니아신,7.03mg
해물칼국수,나트륨,"5,176.82mg"
해물칼국수,단백질,52.56g
해물칼국수,당질,135.10g
해물칼국수,레티놀,22.00㎍
해물칼국수,비타민 A,336.70㎍RE
해물칼국수,비타민 B,60.63mg
해물칼국수,비타민 C,38.70mg
해물칼국수,비타민 E,6.90mg
해물칼국수,식이섬유,2.92g
해물칼국수,아연,5.44mg
해물칼국수,엽산,55.00㎍
해물칼국수,인,670.56mg
해물칼국수,지질,6.78g
해물칼국수,철분,26.46mg
해물칼국수,칼륨,"1,386.16mg"
해물칼국수,칼슘,241.08mg
해물칼국수,콜레스테롤,211.08mg
오징어찌개,베타카로틴,16.20㎍
오징어찌개,니아신,2.36mg
오징어찌개,나트륨,768.70mg
오징어찌개,단백질,38.85g
오징어찌개,당질,23.30g
오징어찌개,레티놀,137.70㎍
오징어찌개,비타민 A,140.40㎍RE
오징어찌개,비타민 B,60.36mg
오징어찌개,비타민 C,0.00mg
오징어찌개,비타민 E,17.55mg
오징어찌개,식이섬유,8.27g
오징어찌개,아연,3.48mg
오징어찌개,엽산,53.85㎍
오징어찌개,인,444.05mg
오징어찌개,지질,38.68g
오징어찌개,철분,9.64mg
오징어찌개,칼륨,153.60mg
오징어찌개,칼슘,523.91mg
오징어찌개,콜레스테롤,427.50mg
새우젓,베타카로틴,0.00㎍
새우젓,니아신,4.00mg
새우젓,나트륨,"8,572.00mg"
새우젓,단백질,10.50g
새우젓,당질,0.00g
새우젓,레티놀,0.00㎍
새우젓,비타민 A,0.00㎍RE
새우젓,비타민 B,60.17mg
새우젓,비타민 C,0.00mg
새우젓,비타민 E,0.82mg
새우젓,식이섬유,0.00g
새우젓,아연,1.56mg
새우젓,엽산,1.80㎍
새우젓,인,287.00mg
새우젓,지질,0.60g
새우젓,철분,3.20mg
새우젓,칼륨,239.00mg
새우젓,칼슘,681.00mg
새우젓,콜레스테롤,138.00mg
